"","taxID","taxon","rank","score","kingdom","phylum","class","order","family","genus","species"
"65e0da08dc77e6cd7144bf999910a59c4f3d78b6","      1","root","no rank","1.0000","","","","","","",""
"e217b33913255fb3421e28b61217176f35544e75","      1","root","no rank","1.0000","","","","","","",""
"60b75e5357c65a3ee9e9f91593d1ac6dee39b1d4","   2759","Eukaryota","superkingdom","0.9987","","","","","","",""
"ecc0c04e6f443980fbc2e703d0c25206f93d6d77","  33854","Fragilariophycidae","no rank","0.9683","","Bacillariophyta","Fragilariophyceae","","","",""
"632fc231ae48a82b422d56899551151b21c9dfb1","   2759","Eukaryota","superkingdom","0.9972","","","","","","",""
"3e967b2cb1139cdab2f062fe0005898007a2d247","      1","root","no rank","1.0000","","","","","","",""
"80fef78d0f63303a6c162773c4cef4c47401ab74","      1","root","no rank","1.0000","","","","","","",""
"1f83d4a912b2ce2449fdc1a0b326143aff32ad10","      1","root","no rank","1.0000","","","","","","",""
"a9f4a91ab2aeeafcd2a4ee9f94346b1e9ac2c314","   2759","Eukaryota","superkingdom","0.9987","","","","","","",""
"927faea215f7c17d87f1875ee71aacf5e19f4930","      1","root","no rank","1.0000","","","","","","",""
"c9e04f71ace1eca46cf3fdbb6bcf6762e0d91615","   2829","Heterosigma akashiwo","species",NA,"","","Raphidophyceae","Chattonellales","Chattonellaceae","Heterosigma","Heterosigma akashiwo"
"22f794a2eb203d046749ab419af399d6fb58eb05","      1","root","no rank","1.0000","","","","","","",""
"02234dcbde10f2816c2c7f749349be6a22b3458f","      1","root","no rank","1.0000","","","","","","",""
"4a233214dde6ac30e93bda91cbf52f1a5400a661","      1","root","no rank","1.0000","","","","","","",""
"3215cc0437ddce1884d7d85ae31d300ff1ff43df","      1","root","no rank","1.0000","","","","","","",""
"5d99e67722a4baf374b2645be01782d1d22a4492","      1","root","no rank","1.0000","","","","","","",""
"4b878acce00f9a3d5cdc1f3344ec325a7dd28784","   2836","Bacillariophyta","phylum","0.9958","","Bacillariophyta","","","","",""
"19ec38b0ab0ad42a650f91495b317a83dfaa9c2b","      1","root","no rank","1.0000","","","","","","",""
"abafaceb25426f21ea26ee3fb9b94325c9e88909","      1","root","no rank","1.0000","","","","","","",""
"e16a93ca9bf1f81bb8a7b80876cdebdc261c8d65","      1","root","no rank","1.0000","","","","","","",""
"702ad8414255b3332e9b7f2b40f068fd92eb7886","      1","root","no rank","1.0000","","","","","","",""
"7867cd042564fda4c8bb47de923f8c706c2325d6","      1","root","no rank","1.0000","","","","","","",""
"873908e952c383394940460d81669338ffe9c36b","      1","root","no rank","1.0000","","","","","","",""
"eea49657605b26eb7f36af36769f14f97f921722"," 131567","cellular organisms","no rank","1.0000","","","","","","",""
"0018b8991edb122a0774fdcc1302accc6369d9e9","      1","root","no rank","1.0000","","","","","","",""
"0a49483133e51146bdd83743e4becbf75fe4700c","      1","root","no rank","1.0000","","","","","","",""
"eacbdd48ee908eb92a0c864e2d7419177f0a29a2","      1","root","no rank","1.0000","","","","","","",""
"dc22680f8df9832a781f67c5301098f35796ccf6","   2759","Eukaryota","superkingdom","0.9983","","","","","","",""
"7de5c95335fa2ff91f459669029bef46fd531fbb","      1","root","no rank","1.0000","","","","","","",""
"b152b8d1717ff93a76feb532d9303bcdad480b36","      1","root","no rank","1.0000","","","","","","",""
"456cadbed10cc4bc42083e67e688958ec1f13702","      1","root","no rank","1.0000","","","","","","",""
"c930994deffd9ac8cab85049b1a450b2db84f80b","      1","root","no rank","1.0000","","","","","","",""
"ce58180855d37c58484e232cc5bf1a12d79393a8","  33154","Opisthokonta","no rank","0.9997","","","","","","",""
"7e4d06d25dda6960bbb8eb759b3ece3bc7c6f4d7","      1","root","no rank","1.0000","","","","","","",""
"f5be06936251a3a9bb956b19e6e355d845d1cab7","      1","root","no rank","1.0000","","","","","","",""
"a86872bfabb6c35c3017a276ad571db61a45f1db","      1","root","no rank","1.0000","","","","","","",""
"3cc9f319d518ef7fff0648d1eea86d64003f7830","   2836","Bacillariophyta","phylum","0.9999","","Bacillariophyta","","","","",""
"efc62aed566386f7f35a10f28a91a06e7d13db71","      1","root","no rank","1.0000","","","","","","",""
"af67ce097b97dbe421dde5133a08c1179aba5f8a","1780200","Naidinae","subfamily","0.9945","Metazoa","Annelida","Clitellata","Haplotaxida","Naididae","",""
"211ea6f548465e1e4cdf5ddf55c39e18a264e080","  33854","Fragilariophycidae","no rank","0.9683","","Bacillariophyta","Fragilariophyceae","","","",""
"22ba7a9708b83a08cd32cccbf67b98f47561c11a","   2836","Bacillariophyta","phylum","1.0000","","Bacillariophyta","","","","",""
"3bf0cbc1915fd4b87dcb6a1ff189cf00ccbd82ef","      1","root","no rank","1.0000","","","","","","",""
"ffd00c2c4fd54fdd9b76ae8f79d927e9aab36fab","      1","root","no rank","1.0000","","","","","","",""
"5166cd4bd79f5f3fc3b992c5d84ce50a7098c0c9","   2759","Eukaryota","superkingdom","0.9973","","","","","","",""
"ef5d2213c749a2530271fbe06e852684fd3bac92","      1","root","no rank","1.0000","","","","","","",""
"fe741eacccd370d7a3b2a4a7b71e706d023d05ec","      1","root","no rank","1.0000","","","","","","",""
"6e40c3f03b96a58ecb00055de8fe474733146ac7","   2836","Bacillariophyta","phylum","0.9999","","Bacillariophyta","","","","",""
"8b40a25fff75c95ca4df8302009e7def505d61ba"," 252671","Clytia hemisphaerica","species",NA,"Metazoa","Cnidaria","Hydrozoa","Leptothecata","Campanulariidae","Clytia","Clytia hemisphaerica"
"5dd05c86a8b817456db8edf5e5ed758ca4fffaf6","      1","root","no rank","1.0000","","","","","","",""
"26eaa4e3d446dbd11e1a9e55f2561e916cd3cc6f","      1","root","no rank","1.0000","","","","","","",""
"113f020772fc8096edf034254a31d6d3354e8193","      1","root","no rank","1.0000","","","","","","",""
"4548c7f295c558843cfd59ee396416cad1114a9e","      1","root","no rank","1.0000","","","","","","",""
"f28c8701491fae8d672bffbb29ad701b4ab8045f","   2836","Bacillariophyta","phylum","1.0000","","Bacillariophyta","","","","",""
"7b302a35366278dbc6f5ea014d5b4b7e657d70cf","      1","root","no rank","1.0000","","","","","","",""
"9d2513b647bb6a658771f47140c5a08a1eab5215","      1","root","no rank","1.0000","","","","","","",""
"446ac1124bab36785473e36cd062664d667db47e","   2759","Eukaryota","superkingdom","0.9653","","","","","","",""
"1b8a011aa1760ffafd0edc8b94112af137a2affb","      1","root","no rank","1.0000","","","","","","",""
"5148f3808625cb59e97d84bbb0282c0936c0b216","   2759","Eukaryota","superkingdom","0.9987","","","","","","",""
"c33b1180d07b56a01ffc0147115fb938b80c1a7f","  33154","Opisthokonta","no rank","0.9998","","","","","","",""
"dad186d63049f7628bcbc22ad4994ce584912302","      1","root","no rank","1.0000","","","","","","",""
"4ebf63f8ed24ac38f5972c0843195731ed42c58f","   2759","Eukaryota","superkingdom","1.0000","","","","","","",""
"2430503c92e1b48bfa7a90cfcb9da08702c6ee6d","      1","root","no rank","1.0000","","","","","","",""
"9205f449f4095e0a6ad50e674a4f50039e786318","      1","root","no rank","1.0000","","","","","","",""
"64b81e9dec0da4bc1f584824bad979734f5782b6","   2759","Eukaryota","superkingdom","0.9988","","","","","","",""
"446373be494481bedce2f791512b357192841f07","      1","root","no rank","1.0000","","","","","","",""
"4900538200e227fb98cb5a6f0d852eae4f0354cf","      1","root","no rank","1.0000","","","","","","",""
"44e243b439736bfac18b1bf6d92f98eb5c01247c","   2759","Eukaryota","superkingdom","0.9972","","","","","","",""
"5433fda9ea7beba6131d3975b723579f3f87979a","      1","root","no rank","1.0000","","","","","","",""
"37585d43323ef183e89d060d54278555fa3483a1","   2759","Eukaryota","superkingdom","0.9998","","","","","","",""
"a9d6d889756ddce0c5c17fc9c79dd0de7f919112","      1","root","no rank","1.0000","","","","","","",""
"171af37276a7f75e70554a25d46a6369f49db87a","   2759","Eukaryota","superkingdom","0.9892","","","","","","",""
"34b6674f457c0206077e913a8d9a0acf5b2659d6"," 131567","cellular organisms","no rank","1.0000","","","","","","",""
"1760cc37184b2fcd00b4684c817c1e5a49bb6c01","      1","root","no rank","1.0000","","","","","","",""
"7c68085e03dcb88de3a85118b316fbd3ab216ceb","      1","root","no rank","1.0000","","","","","","",""
"ceea17a25ba190a561f0739c4dce3ece9e434c57","   2759","Eukaryota","superkingdom","0.9628","","","","","","",""
"0a6c39c31b47ebe9d9f2ba838244afc7f3617ffd"," 267983","Skeletonema japonicum","species",NA,"","Bacillariophyta","Coscinodiscophyceae","Thalassiosirales","Skeletonemataceae","Skeletonema","Skeletonema japonicum"
"4baafd02d20ec21627d746712a0bee58eb3c3fcd","      1","root","no rank","1.0000","","","","","","",""
"1c22ea8f147aef723fdd44b69e0ec480603a3073","   2759","Eukaryota","superkingdom","1.0000","","","","","","",""
"e294b257e9eaf219586d0deec990b0d66720bb9b","   2759","Eukaryota","superkingdom","0.9961","","","","","","",""
"373fafe23391242dcdb7a6902d7acfb0c6598417","  27800","Campanulariidae","family","1.0000","Metazoa","Cnidaria","Hydrozoa","Leptothecata","Campanulariidae","",""
"895471a580d864a6f5071e0172fa1bc2379d3684","      1","root","no rank","1.0000","","","","","","",""
"ebf1b813b154731f0e814925b0ed6023e76a86fa","   2759","Eukaryota","superkingdom","0.9122","","","","","","",""
"39d3b8fae447d2c88f6fd2c8e374816a3420eac9","      1","root","no rank",NA,"","","","","","",""
"6b8bb003136359d676b1f9576aa4ba45704cd99f","   6382","Haplotaxida","order","0.9252","Metazoa","Annelida","Clitellata","Haplotaxida","","",""
"83b4568cf2ba20d391a0aa2cb81ad488c39d412c","   2759","Eukaryota","superkingdom","0.9122","","","","","","",""
"00d5f0851f08315c1f4993bab7a8f8018771d095","      1","root","no rank","1.0000","","","","","","",""
"db122f5ad543c37c3a19d20c61f5100b0912899b","      1","root","no rank","1.0000","","","","","","",""
"f29b7aa6f87d16401df576261ed7cd7e44559017","  53983","Phytophthora cambivora","species",NA,"","","Oomycetes","Peronosporales","Peronosporaceae","Phytophthora","Phytophthora cambivora"
"d9a01f7f7f88028ba5049dc081faf9faa81aa28f","      1","root","no rank","1.0000","","","","","","",""
"384029abe370f4e65c4dd39389cfa4869e5e54bc","      1","root","no rank","1.0000","","","","","","",""
"2b5e2fdb0a075c5876e37ce7c80020f5cb661078","   2759","Eukaryota","superkingdom","1.0000","","","","","","",""
"084a6c2a5f62dff21d00f4901cc784880cea309b"," 131567","cellular organisms","no rank","1.0000","","","","","","",""
"bd18c2db4ae87d545712eb3a20a09bd319e1bd38"," 131567","cellular organisms","no rank","1.0000","","","","","","",""
"f56b226e2a2329a1057f4d583e3f0f08eba0d344","   2759","Eukaryota","superkingdom","0.9994","","","","","","",""
"12219cf7350ff6fdba25c57df4678a0fd182350e","      1","root","no rank",NA,"","","","","","",""
"607a7652f70838e006d54823f55b86fd952e0e8e","  78237","Phytophthora gonapodyides","species",NA,"","","Oomycetes","Peronosporales","Peronosporaceae","Phytophthora","Phytophthora gonapodyides"
"cc82b5149bbb74d732601a02eebd137f3479fbf0","      1","root","no rank","1.0000","","","","","","",""
"cb5791740e6332d97649bc162036c0bec389823b","      1","root","no rank","1.0000","","","","","","",""
"bc191aca45781569d0cf3879bd8b66de7ef06084","      1","root","no rank","1.0000","","","","","","",""
"b841931a08adb01b5849be93c8a58b28a915599b","      1","root","no rank","1.0000","","","","","","",""
"6c4f1efc1e7385babd9f2e7974413b3eb5577a70","      1","root","no rank","1.0000","","","","","","",""
"4e0d96ac4da8c70ad7e94270c02fd4993ad950e5","      1","root","no rank","1.0000","","","","","","",""
"b536a59256b8c8f1c4929c0472de7e9ed677d336","      1","root","no rank","1.0000","","","","","","",""
"4e584bddfd0f137937ad3cf9dcb09560936aa6e2","1041512","Pseudo-nitzschia hasleana","species",NA,"","Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Pseudo-nitzschia","Pseudo-nitzschia hasleana"
"faefb81e5e2777786c66c90d31f50f2dd355cb5f","      1","root","no rank","1.0000","","","","","","",""
"7f77a1e269b16ffd1131b86ebd9532b5c9e41301","      1","root","no rank","1.0000","","","","","","",""
"c51c72e607b21ab35cc4503c3990d400ec1f5d27","  33317","Protostomia","no rank","0.9951","Metazoa","","","","","",""
"69c2a2d15652943e77b198febd2d03347e42616b","      1","root","no rank","1.0000","","","","","","",""
"d8ded764d9d301611418bff86d15b62a94c8e3ee","      1","root","no rank","1.0000","","","","","","",""
"612cc2fd8b87deee69713cf3182468d04dc8481c","      1","root","no rank","1.0000","","","","","","",""
"53c03dab9ecc0c8b4c92e344bde7664d1d779ecd"," 131567","cellular organisms","no rank","1.0000","","","","","","",""
"24d793c33398cd75242ae673dda93582e4daaa55","   2759","Eukaryota","superkingdom","0.9882","","","","","","",""
"bca18e2e348a09ab6e33f5f82f54a5a36d1b3b35","      1","root","no rank","1.0000","","","","","","",""
"f0cc50d1d754d3250a171bb878e89aa4e7c6a483","      1","root","no rank","1.0000","","","","","","",""
"363c0db266a3b5d7676b9f9bad18acfe4e951fd0","   2836","Bacillariophyta","phylum","0.9967","","Bacillariophyta","","","","",""
"6b06165fee7b62beddb591ad24382d40812ba58b"," 131567","cellular organisms","no rank","1.0000","","","","","","",""
"07d112203f93bf1260fbfb37279331740a5fb7b2","      1","root","no rank","1.0000","","","","","","",""
"6e180bba83f4239101cbb52465f7b7587aaeb7f4","   2864","Dinophyceae","class","1.0000","","","Dinophyceae","","","",""
"179ce671ea3ef78931776bc68ca1ae15cba6c563","      1","root","no rank","1.0000","","","","","","",""
"e99d1668c1d0134c149b205d148ef407abb3e995","   2759","Eukaryota","superkingdom","0.9917","","","","","","",""
"5f1a35433a99621db1c566a14d750bfdde8319f6","   2759","Eukaryota","superkingdom","1.0000","","","","","","",""
"48f5cb2ee8058a2e54408e3161e897f9ac048195","   2759","Eukaryota","superkingdom","0.9943","","","","","","",""
"eb2836b7bee247fb8e3fade0b8122212ab61a1da","   2836","Bacillariophyta","phylum","1.0000","","Bacillariophyta","","","","",""
"ce7e68aea29efdee707547a26a05889c2729cedd","      1","root","no rank","1.0000","","","","","","",""
"6cdd2f2e0ed3b2be772d03b6b71a55c9ee530ac6","   2759","Eukaryota","superkingdom","0.9948","","","","","","",""
"b5c54c111eb9ed6b896dad8022f1ae1a3d6ae0cf","   6142","Scyphozoa","class","0.9987","Metazoa","Cnidaria","Scyphozoa","","","",""
"fbb08dc89acd9fdf5b7cc60e6dd2236788f8c4ee","      1","root","no rank","1.0000","","","","","","",""
"8f306cac6075b0059891625420fb3ff5716bee64","   2759","Eukaryota","superkingdom","0.9882","","","","","","",""
"a2126863333be61663ac85386a4edf36d66bacec","      1","root","no rank","1.0000","","","","","","",""
"5ea3e5f9f5b217b39bc303871d907b6536ed24fa","   2759","Eukaryota","superkingdom","0.9917","","","","","","",""
"2a1da268b287232ce4fde877ba12e1b86ddcf4f0","      1","root","no rank","1.0000","","","","","","",""
"487e34f71f9e34172300c8d74dcb3a0ec8fb13b9","      1","root","no rank","1.0000","","","","","","",""
"d5d6332cc15098eff891633cc69a09a7052ec25b","      1","root","no rank","1.0000","","","","","","",""
"3fa1afabe819f237894564ec36f54cdaeb800fb3","      1","root","no rank","1.0000","","","","","","",""
"3e49cb958f511ddc3d829e276126bc1c00bc410e","      1","root","no rank",NA,"","","","","","",""
"6d6da6b90b7ea34c197d993e4c719edf6ad22d41","      1","root","no rank","1.0000","","","","","","",""
"f5d88ad109ebd14216cd511e05b921c4ba270d85","  33854","Fragilariophycidae","no rank","0.9634","","Bacillariophyta","Fragilariophyceae","","","",""
"24f9bae0fcc72916afb585e99c6084767ff1d7a1","      1","root","no rank",NA,"","","","","","",""
"1772db1a3579e7edb9ac3cf57e3d305728262eb5","  33154","Opisthokonta","no rank","0.9993","","","","","","",""
"307f7138b4a61765d8a15601783e4793bb72c383","      1","root","no rank","1.0000","","","","","","",""
"7c34e72b37088514449b9f113c960a3fdfd73f51","      1","root","no rank","1.0000","","","","","","",""
"e9541d73275e63b41902fc1beb597861d37d7009","   2759","Eukaryota","superkingdom","1.0000","","","","","","",""
"ab0e2f03ed5e106c8a74de2259c5b5b81a977731","      1","root","no rank","1.0000","","","","","","",""
"0f8d0f968a7bea69a491f370e2fc3c20ecdca2de","      1","root","no rank","1.0000","","","","","","",""
"4d8b53a121cf7aa2773029423225103423043295","   2759","Eukaryota","superkingdom","0.9894","","","","","","",""
"4601a9c56469347218b2337b6a941453632d5d5c","  33154","Opisthokonta","no rank","0.9496","","","","","","",""
"3d49f0d5a6eea73689a019c53cc7d626074e4bc5","      1","root","no rank","1.0000","","","","","","",""
"304a2d6a5edc9a4a2ac713d7ebfbb08bd76dbf9b","   2759","Eukaryota","superkingdom","0.9987","","","","","","",""
"b56da5c4bfc71facf076aeb83c755e4510347ae1","   2759","Eukaryota","superkingdom","0.9851","","","","","","",""
"44980b5f9b4c0a49c37440405f1aa64f1c79a84d","  33154","Opisthokonta","no rank","1.0000","","","","","","",""
"f2874d3a74c7b348ec38b3187dcaf7972884d912","   2759","Eukaryota","superkingdom","1.0000","","","","","","",""
"b03bb50e6b5ae1a08e18c49258e16ce7a06d81fa","      1","root","no rank","1.0000","","","","","","",""
"daf66dc44241b80c9a83db4661a19ed7b6f1835a","      1","root","no rank","1.0000","","","","","","",""
"69574d05362ce02e1ba5067abec4a45cab1a34c8","   2836","Bacillariophyta","phylum","0.9999","","Bacillariophyta","","","","",""
"685f454e905a1a0894addd735d5857a660bb7ca2"," 131567","cellular organisms","no rank","0.9935","","","","","","",""
"2293553f0c1d249429dbf6bbc93740a9b8e7c1af","      1","root","no rank","1.0000","","","","","","",""
"36aac4acfdfd15dcca71a45ef9729fa8f1e720f8","      1","root","no rank","1.0000","","","","","","",""
"3c8024c663dbf0f8d9db22efba4a702a9502c059","   2759","Eukaryota","superkingdom","0.9943","","","","","","",""
"d9ce8d2354297fba267d59e7eb1340c5dafdadf8"," 131567","cellular organisms","no rank","1.0000","","","","","","",""
"bcfff64783e6816055ad3b92e56690fbacff6495","   2759","Eukaryota","superkingdom","0.9122","","","","","","",""
"b79d8ca0327ebda487edac753180621858fd86fb","   6656","Arthropoda","phylum","0.9351","Metazoa","Arthropoda","","","","",""
"3d09865aaa3f9ee153e7f9ab837a9baf804f1992","      1","root","no rank","1.0000","","","","","","",""
"de396af3c89a15698b816b633d670fe4827402f7"," 131567","cellular organisms","no rank","1.0000","","","","","","",""
"a2cd95eec7c6a54e0ef0e1bd8874d0f285b30ea9","      1","root","no rank","1.0000","","","","","","",""
"677618a5b21d15d6feef2567258604e598465180","      1","root","no rank","1.0000","","","","","","",""
"37010e7252a4607ecedf5ef375dd609a1ef44377","      1","root","no rank","1.0000","","","","","","",""
"f8021852ae9cdca976b8d04c9f7e2e4e656631cb"," 131567","cellular organisms","no rank","0.9229","","","","","","",""
"426661d0afe03a849200600db58bda54c2fd2777","      1","root","no rank","1.0000","","","","","","",""
"24726fd295a8a7a803cdcdcaf969bd9ecd114875","   2759","Eukaryota","superkingdom","0.9529","","","","","","",""
"b6e3355cbc0e75eba6cdf464d77534e7d2a40d01","      1","root","no rank","1.0000","","","","","","",""
"099fda872170181f97b12a63ab45e784304e0762","      1","root","no rank","1.0000","","","","","","",""
"efc9c46da7662301160d545f4e131b48520d8239","      1","root","no rank","1.0000","","","","","","",""
"f7baf5038a93d01039b04aedab286ed9aa12e4c0","      1","root","no rank","1.0000","","","","","","",""
"59e3f63d22f4c532e981e4ba88ba8590bb3128f5","   2759","Eukaryota","superkingdom","0.9984","","","","","","",""
"faf2b7fb7a847ddff4331cb78eac07096b809346","      1","root","no rank","1.0000","","","","","","",""
"b956e37883ece97319a7c90a7283c4cd4b732064","      1","root","no rank","1.0000","","","","","","",""
"5c186c49e4770dea39ce38528247f89f2ba47f52","      1","root","no rank","1.0000","","","","","","",""
"3c41ac759f0e980a008efe5d96ff13e51aad1909","   2836","Bacillariophyta","phylum","0.9972","","Bacillariophyta","","","","",""
"1927791556d47099cb73577b16bf4896c384fb44","      1","root","no rank","1.0000","","","","","","",""
"07bf7f63e4a10d109ed18d88f607eecc29f040e3","   2759","Eukaryota","superkingdom","0.9041","","","","","","",""
"482b4112c027fd0a69ad425bdf5aad8ad0a1986f","   2759","Eukaryota","superkingdom","0.9506","","","","","","",""
"32459e2ab9eccf5d2a67c76dc81b7e8005a67da9","      1","root","no rank","1.0000","","","","","","",""
"221ee0611c509488606b54e0e73c0fa1062c244e","      1","root","no rank","1.0000","","","","","","",""
"efc393d2f52967a78e7959e61523a3d8a624f814"," 131567","cellular organisms","no rank","1.0000","","","","","","",""
"57fb32e987f9f508b1481a727869dc2edd4e8ca9","      1","root","no rank","1.0000","","","","","","",""
"0ec9aa525aa6d222a5478be1baa44cb48e89dac9","      1","root","no rank","1.0000","","","","","","",""
"db7cbd88f1b473915a637b260a59dd1d6932803a","      1","root","no rank","1.0000","","","","","","",""
"9835db976ed086d18e9694a99b37390357345058"," 131567","cellular organisms","no rank","1.0000","","","","","","",""
"170bda0c952fe3e9498589049a0068dd8d08d88f","  44578","Bdelloidea","class","0.9999","Metazoa","Rotifera","Bdelloidea","","","",""
"f9d1cbdcbbf9f33de5749e6f8d6d616194ca856a","      1","root","no rank",NA,"","","","","","",""
"28e8caecdb01e0ab2a47bfa7c88491b569d3e697","      1","root","no rank",NA,"","","","","","",""
"eed7c1687f18f42c7d20e801dd2077676a089ccb","      1","root","no rank","1.0000","","","","","","",""
"402dedac2849beb4383f5974eb9070a5d367f7eb","      1","root","no rank","1.0000","","","","","","",""
"0c2fa53843a8a92a1a195e59ea6570d54054e245","      1","root","no rank","1.0000","","","","","","",""
"ffaaae07371b233382c720a2f34e111104820a7b","      1","root","no rank","1.0000","","","","","","",""
"c9669b5b89fc408871121e3f22f1a55387f86a10","   2759","Eukaryota","superkingdom","1.0000","","","","","","",""
"08814fcc78026263e0eafede19ff3beb7350adfc","      1","root","no rank","1.0000","","","","","","",""
"88b930cf1e2139f7fafa441d9133b00cbd33db84","      1","root","no rank","1.0000","","","","","","",""
"3ca9a75bc3672d3bf5eb790d8f47f4c4130173c9","      1","root","no rank","1.0000","","","","","","",""
"06de5c2b38fffc2854fe1dd178410ae2de7f8ff3"," 131567","cellular organisms","no rank","1.0000","","","","","","",""
"b4faa1eeefcc18abbc132f8db703669d03a92d42","      1","root","no rank","1.0000","","","","","","",""
"e8da07052900d1394cee992be34f83aa07639f8f","   2836","Bacillariophyta","phylum","1.0000","","Bacillariophyta","","","","",""
"b352995ef88611f7ef211dbae4cb85df2f13bfa2","   2759","Eukaryota","superkingdom","0.9974","","","","","","",""
"31cc0bd2d8c7cb5874b149aad70cceb9997a9343","      1","root","no rank","1.0000","","","","","","",""
"c5ef6d5a9b44b6612a2d020d501796ccec467b30","      1","root","no rank",NA,"","","","","","",""
"7ed544deb92fadbb35588c52adbc51ed437099f3","      1","root","no rank","1.0000","","","","","","",""
"ac99be8b9c0da3679389e2b05058ac2643968146","      1","root","no rank",NA,"","","","","","",""
"3d0f104db642c761d2bac30878566e1d4aa17566","   2836","Bacillariophyta","phylum","0.9690","","Bacillariophyta","","","","",""
"d25a1da50603f2b4090e3ff2ce69f71dd10b6b46","      1","root","no rank","1.0000","","","","","","",""
"92883601cf2a17464075095dbd4736c4c6abc669","   2759","Eukaryota","superkingdom","0.9902","","","","","","",""
"1769de03ff7ab037bf728fc2baa69cb46ab6da1f","   2759","Eukaryota","superkingdom","0.9891","","","","","","",""
"51cb4ce65e293d1608106ee2a3a8b0d192c2352e","      1","root","no rank","1.0000","","","","","","",""
"fd1c8046a2d91a9b953b62f4e37d4baf28b0298f"," 131567","cellular organisms","no rank","1.0000","","","","","","",""
"82f7493e326043c7b310fcd0db6a3ecacac712ea","      1","root","no rank","1.0000","","","","","","",""
"223a220178734017a25d5932cf30f478aae29b05","   2836","Bacillariophyta","phylum","0.9996","","Bacillariophyta","","","","",""
"85224ab3e252dbfb886300415a7555f72fa6f6d9"," 131567","cellular organisms","no rank","0.9100","","","","","","",""
"35e588139c8d52ea9829a72a62257d91316c7a79","   2759","Eukaryota","superkingdom","0.9042","","","","","","",""
"5cd48790d89c200fd38197377fd8b053c8be8217","   2759","Eukaryota","superkingdom","1.0000","","","","","","",""
"6a4166891a6e3d0281f720128982ed1aa1c2f806","  33154","Opisthokonta","no rank","0.9972","","","","","","",""
"06e6a2f4d61691318a8c0819cfb0913d10f9b929","      1","root","no rank",NA,"","","","","","",""
"0b00a5a7008636d937ac4660933f71497137597b","      1","root","no rank",NA,"","","","","","",""
"b4aea18bdf9032ab46b121bbd962fcaf6e8ce1a6","      1","root","no rank",NA,"","","","","","",""
"47a9984325c8e1309f0eb561cac8f571fb5f9982","   2836","Bacillariophyta","phylum","1.0000","","Bacillariophyta","","","","",""
"98d632ba256b90d9049b4dca04ace3b65813d5a9","      1","root","no rank","1.0000","","","","","","",""
"6323c5da33a497f90a4876915636b7c65b86931b","      1","root","no rank",NA,"","","","","","",""
"95adafafa9dd0539d188746a39ed49d83c1e792c"," 231624","Rotaria rotatoria","species","1.0000","Metazoa","Rotifera","Bdelloidea","","","Rotaria","Rotaria rotatoria"
"e4c0dff9e81f9f10c65f1ebfb68154f106a026d6","      1","root","no rank","1.0000","","","","","","",""
"721f70665b2b17b7ac3b29a1065e400260f6197b","      1","root","no rank","1.0000","","","","","","",""
